,cityName,cloudCover,humidity,lat,lng,temp,windSpeed
306,buraydah,20.0,47.0,23.15022128192912,43.744890420002775,80.6,5.82
307,anadyr,40.0,80.0,66.96410388363103,177.1714682076908,33.37,15.66
308,baoro,100.0,97.0,5.647557471202688,15.991685308276857,65.59,1.01
309,saint-georges,93.0,100.0,4.85062654957396,-48.20223826274869,55.35,1.99
310,inhambane,11.0,96.0,-22.6785269598097,38.93176742758749,63.18,1.61
311,xai-xai,12.0,98.0,-26.94215490966524,35.3646857841421,64.18,2.62
312,ankang,100.0,97.0,33.12989900353624,108.5383892360212,51.94,1.16
313,mersing,66.0,51.0,3.1765479824136094,106.05302724464241,91.26,2.39
314,giaginskaya,19.0,88.0,44.79109231036179,40.1692868814861,48.42,8.25
315,cockburn town,97.0,75.0,27.957025158006303,-71.30235618676085,83.73,13.6
316,piranshahr,0.0,60.0,36.77125532213502,44.55028749146828,47.34,10.71
317,araouane,38.0,10.0,19.60894997683927,-7.607774370268515,88.77,7.7
318,kamaishi,75.0,72.0,38.41192529553851,144.06368501605357,62.6,3.36
319,saint-gaudens,0.0,93.0,43.15593846788903,0.6780218337279393,53.46,8.05
320,henties bay,0.0,87.0,-23.31944251645791,5.715497662228785,56.26,14.92
322,san patricio,36.0,96.0,2.471440910017151,-114.44725038883516,58.95,4.61
323,yerbogachen,100.0,77.0,61.831245304565186,106.1617796666979,32.7,9.66
324,nioro,79.0,85.0,17.17264416976731,-10.302930491299009,77.72,6.64
325,quatre cocos,40.0,83.0,-17.70785882397277,70.89866450582122,73.72,12.75
326,forestville,90.0,66.0,50.65591866701081,-70.20872128776675,55.4,20.8
327,khombole,88.0,94.0,14.69800410990922,-16.6190917501751,78.8,6.93
328,fjerritslev,0.0,92.0,57.056916183338245,8.984893576516356,33.6,3.91
329,san quintin,0.0,61.0,21.224107864721773,-128.64701508903642,86.22,3.56
330,coahuayana,4.0,95.0,5.7495670662285505,-109.73086814867406,71.6,1.97
331,dingle,63.0,72.0,54.26901863939355,-12.78857658649946,84.67,8.52
332,la rioja,0.0,56.0,-28.99514433316169,-66.42764288530812,51.51,0.51
333,maebaru,75.0,57.0,34.458081993480704,129.67332931993303,81.37,11.41
334,san-pedro,86.0,99.0,4.701666236391901,-6.984416856921598,69.46,2.1
335,ruteng,53.0,47.0,-7.758734713546772,120.11656447859406,87.35,7.43
336,naze,100.0,98.0,28.460377282255493,132.0760962926696,73.26,3.04
337,qingdao,90.0,67.0,34.97136283845903,121.91933972211496,59.0,8.95
338,poronaysk,1.0,44.0,48.63871024464504,144.66454190052588,59.63,11.05
339,north platte,1.0,75.0,41.12440314083872,-100.88447915623497,44.42,3.53
340,bandar-e lengeh,0.0,70.0,26.35586887809373,54.479313275701855,86.0,16.11
341,porto belo,75.0,93.0,-27.304508221456793,-47.73842630538351,63.61,3.36
342,souillac,96.0,93.0,-60.69180167201877,77.0928320526466,47.28,7.54
343,cayenne,0.0,94.0,10.063229108304768,-42.47542449735823,75.2,4.5
344,bo rai,20.0,79.0,12.87095476444452,102.65882709536004,83.3,3.36
345,muroto,20.0,54.0,32.2565537387667,134.87600241702467,78.8,6.93
346,kotelnikovo,100.0,82.0,47.11532384382437,43.19949204618416,51.82,19.62
347,aswan,0.0,21.0,22.370169460564867,33.042359173837355,82.4,8.05
348,vao,100.0,85.0,-25.983419701809424,168.69744170488508,39.43,6.15
349,kroya,74.0,33.0,-10.407344808649526,108.197809660813,95.04,5.86
350,weiser,1.0,50.0,45.06215601008475,-116.62203420200345,52.39,5.82
351,vardo,75.0,82.0,78.15378623612128,35.110830150802656,65.46,10.29
352,igarka,88.0,85.0,66.316071607541,85.33162122986954,32.38,13.51
353,hofn,100.0,99.0,70.74620566279603,-9.662869174000036,37.99,13.33
354,dzerzhinskoye,75.0,76.0,57.29338688220784,95.5606762072075,54.45,9.75
355,bagar,75.0,41.0,28.30610563077437,75.49003765047911,79.02,9.48
356,kyaikkami,63.0,78.0,15.70206805011685,97.04781054556622,81.36,8.28
357,nizwa,100.0,69.0,20.43104930696306,55.811725307580474,73.45,3.69
358,montijo,97.0,61.0,39.00084408158145,-6.582988157402298,64.0,4.0
359,udachnyy,90.0,92.0,66.33731914928478,115.12855370505821,19.4,6.71
360,khandbari,16.0,69.0,27.3319775085684,86.62388406750432,61.23,4.16
362,orumiyeh,20.0,61.0,37.41684608544276,45.2527225567417,50.0,6.93
363,vallenar,6.0,48.0,-28.81868296113081,-71.90778521580799,56.12,3.98
364,pacific grove,1.0,49.0,36.00354925691789,-123.67362449297019,67.01,3.36
365,casablanca,0.0,85.0,32.70090193179594,-6.988435996828343,67.71,10.04
366,kalga,0.0,40.0,50.8474291854734,118.83844973813348,34.93,19.48
367,dunedin,70.0,75.0,-48.8397049256763,173.97231332517686,54.0,15.99
368,segou,100.0,82.0,13.60244245611301,-6.334491995922519,74.46,3.24
369,hervey bay,0.0,54.0,-25.15114150530829,154.35858114445801,84.2,13.87
370,litovko,97.0,55.0,49.56318498207864,135.322175478372,52.63,9.08
371,ranot,71.0,62.0,8.005724773111297,101.07733423888561,87.15,1.32
373,salinas,1.0,40.0,-2.175241483382109,-85.26577589248686,66.34,9.17
374,linares,100.0,95.0,-36.693621903743356,-69.72964675823162,52.32,3.98
375,bure,96.0,89.0,10.565309742294389,36.28190112808136,70.47,3.67
376,warri,99.0,91.0,4.464523171179692,3.9750940088945583,76.06,4.83
378,juneau,75.0,87.0,58.45289643416544,-133.757054825486,44.24,3.36
379,aykhal,90.0,92.0,67.95976581905663,107.69772339518221,19.4,6.71
380,mackay,20.0,40.0,-20.3692061382703,149.01193616787953,53.02,5.82
381,bundaberg,0.0,54.0,-22.97596915122992,153.56468505903968,84.2,13.87
382,aasiaat,98.0,78.0,70.86537885400813,-53.547213992150034,31.51,10.56
383,ciocanesti,90.0,87.0,44.57466008891507,25.84646296346486,47.21,11.41
384,salalah,75.0,83.0,18.56684387844085,51.611731096391765,78.8,2.24
385,salamiyah,6.0,92.0,35.040300844267335,37.64886265434029,60.57,5.41
386,katsuura,20.0,60.0,27.98452426968933,144.54134629282896,75.7,5.82
387,corn island,49.0,73.0,13.09099227419064,-82.9043028748097,84.76,8.34
388,bilma,5.0,46.0,20.26421227743353,12.812513532285749,83.01,4.94
389,coquimbo,0.0,76.0,-30.64492141273385,-79.01907299302846,55.4,5.82
390,virovitica,72.0,91.0,45.8458434348596,17.49767051982937,41.0,5.3
391,acheng,0.0,41.0,45.82959561730016,127.02094260140547,61.43,17.9
392,riedlingen,31.0,87.0,48.24808685433857,9.446467948347077,47.61,10.29
393,camacha,75.0,73.0,35.73261877890958,-13.464830038490447,72.66,13.87
394,taywarah,0.0,34.0,33.535662933139236,65.33741870901068,50.04,3.71
395,cam ranh,20.0,59.0,10.51146298948754,111.83739983665066,89.6,8.05
396,lamu,100.0,65.0,-1.519611912313124,40.750525787359265,47.55,2.35
397,marzuq,96.0,45.0,24.43313248705364,14.978138696457336,74.44,2.57
398,belmonte,13.0,74.0,-17.84512366481958,-29.66399964002673,53.04,2.77
401,muhos,75.0,80.0,64.70892337464014,26.34974297424077,35.71,4.7
402,east london,99.0,92.0,-66.34556378456293,52.797726102073625,61.7,4.25
403,college,90.0,86.0,65.89655432022428,-149.63677847659167,32.74,14.99
404,kirensk,100.0,72.0,58.314857450985556,107.99215682097059,33.87,11.77
405,komsomolskiy,99.0,90.0,70.25685349534353,174.47807031226353,32.23,16.42
406,estelle,0.0,51.0,26.023410801953617,-88.68808688616198,61.09,13.87
407,wanaka,78.0,38.0,-43.26508202276015,167.7104125021035,64.99,11.99
408,suarez,75.0,83.0,2.9984981633416936,-76.95318361465442,75.2,2.24
409,barretos,74.0,70.0,-20.426385196472054,-48.67679108188881,75.87,4.27
410,daru,100.0,88.0,-10.9207655903908,143.48841465679715,77.95,12.44
411,padang,100.0,82.0,-2.461643429212799,96.58333483257292,78.12,12.57
412,bereda,59.0,100.0,12.307804729720587,54.351045552462665,53.17,4.7
413,mezhova,0.0,92.0,48.09769672673025,36.633087839201806,37.9,4.56
414,bambanglipuro,100.0,83.0,-15.03581740671541,110.29529119382642,77.02,13.89
415,calabar,100.0,94.0,5.019116904706522,8.625955339116558,74.75,3.69
416,taoudenni,0.0,11.0,25.997716684656595,-5.508361751204546,81.21,6.85
417,sao gabriel da cachoeira,68.0,78.0,1.7441821933244626,-65.870227990176,77.59,1.61
418,rocha,0.0,96.0,-40.087824621869956,-48.55577686419963,47.01,6.8
419,montoro,82.0,62.0,38.023285325320046,-4.370680099966307,63.21,3.04
420,charleston,90.0,69.0,37.99573088934618,-81.51382970575274,72.68,10.29
421,biak,55.0,70.0,2.0725929287938527,136.5050656021761,73.67,5.28
422,nara,40.0,54.0,16.074157326044755,-7.276591136381029,76.06,6.93
423,neuquen,0.0,41.0,-38.493610562372055,-67.8463977224004,59.0,11.41
424,dwarka,75.0,83.0,20.61028660664529,65.2221629026096,78.78,4.7
425,te anau,100.0,80.0,-41.690167163395806,166.00104754432704,44.91,8.25
426,ust-nera,50.0,77.0,64.80455960311147,139.58679056993128,11.8,3.44
427,priargunsk,0.0,27.0,50.28088205081838,119.91252736880512,41.86,16.2
429,bara,77.0,92.0,14.226101038967869,29.537801626524384,70.97,3.6
430,deputatskiy,0.0,87.0,74.17439392144391,141.36280401039625,10.15,1.83
431,bouca,100.0,97.0,6.547288105655056,18.67939763066613,68.34,2.53
432,povenets,60.0,95.0,63.51172098119815,35.183658124622724,24.3,2.04
434,vestmannaeyjar,100.0,81.0,63.049845013644955,-18.067422506469825,48.47,30.87
435,lida,38.0,89.0,53.68737768513577,25.38031766376065,30.16,4.76
437,nelson bay,40.0,73.0,-34.904702471338304,153.7799063841921,72.75,14.99
438,marjamaa,75.0,93.0,58.8256706000962,24.497611782316028,36.55,3.36
439,kargil,100.0,86.0,35.05114565934697,76.93051523654987,31.1,2.51
440,pangai,75.0,69.0,-20.747593381795127,-174.15472139980096,77.0,13.87
441,ballina,100.0,94.0,56.415559747181334,-10.364557395985088,54.5,15.01
443,plettenberg bay,59.0,91.0,-46.311013052413564,23.621458158266904,53.62,2.71
444,christiana,100.0,46.0,-27.655345853749175,25.216440235442917,65.07,12.06
445,lakatoro,46.0,81.0,-15.899613783701028,167.8300458669326,79.41,15.82
446,salina cruz,100.0,85.0,14.791221510787565,-95.10951644348104,78.21,1.86
447,trairi,43.0,86.0,5.983202527857927,-33.5087546595079,73.22,5.39
448,almetyevsk,100.0,49.0,54.7623949971705,52.103645944641954,47.03,10.04
449,hualmay,16.0,92.0,-22.357090786688488,-95.41981355736681,60.35,14.94
450,karratha,34.0,7.0,-17.95171413739571,111.50026075978343,103.46,11.1
452,maldonado,0.0,81.0,-39.45166973920739,-51.57062602177089,51.8,8.05
453,miraflores,0.0,23.0,0.10525503283803062,-71.9699946601472,51.8,9.17
454,muzhi,43.0,76.0,64.86475945586716,63.52899527116588,32.52,5.99
455,yatou,75.0,94.0,34.90200847304202,123.32538127720113,75.2,2.24
457,mastic beach,90.0,77.0,40.035362510426495,-72.7310902315036,68.04,11.41
459,prince rupert,90.0,87.0,55.02704962697953,-130.21738778505738,51.8,13.87
460,baghdad,0.0,46.0,32.99887688025893,43.79213368233121,73.4,2.13
461,teglas,0.0,80.0,47.71192876999967,21.711077397869303,41.0,6.93
462,pitimbu,20.0,83.0,-7.176485012012961,-32.51134567553643,77.0,11.41
464,curumani,100.0,96.0,9.072299641782962,-73.42512966740475,75.45,1.9
465,tazovskiy,96.0,85.0,68.72276497576155,80.93088652358944,35.2,22.55
466,maningrida,1.0,41.0,-9.084162754637006,133.1741328954535,88.75,11.86
467,shambu,1.0,90.0,9.966408474367512,37.345903885055975,53.06,4.56
468,maraa,67.0,68.0,-1.8554613083762206,-64.31732649261032,79.99,1.99
469,sao lourenco da serra,90.0,88.0,-23.861552552234997,-47.00601073071246,63.9,10.29
470,adrar,0.0,17.0,29.775509487869357,-2.631528460374284,77.0,17.22
471,carmen,20.0,62.0,18.536435693262376,-91.77762242339787,88.47,4.7
473,booue,100.0,99.0,0.08495704002797311,11.625559309224485,71.42,2.37
474,troitsko-pechorsk,100.0,94.0,62.869012720759315,57.022198768576374,33.15,4.09
475,sambava,61.0,97.0,-13.014270223479357,55.36819079111169,67.26,2.98
476,amuntai,100.0,44.0,-1.0685561409815278,115.22250066027067,93.96,2.93
477,odessa,1.0,44.0,31.335008388586985,-102.27574226701125,74.25,26.4
478,ocean city,75.0,83.0,38.841811521769756,-74.75286809488928,77.2,3.36
479,kuminskiy,91.0,92.0,58.75317348605617,67.2010055631481,44.58,3.98
480,omsukchan,100.0,93.0,60.52892991719381,156.70549306097286,8.29,7.31
481,les escoumins,96.0,94.0,48.69958482397499,-69.53325754722069,46.9,3.74
482,kavaratti,60.0,69.0,9.21183550541231,65.72552578726916,82.54,4.25
483,tura,100.0,93.0,66.86948624610437,103.67396912489187,27.25,5.75
484,paravola,40.0,100.0,38.75267922779511,21.48819502589828,57.31,3.42
486,morant bay,20.0,74.0,15.993564104564399,-75.18953565735369,82.4,16.11
487,xining,56.0,65.0,35.363882337267384,99.75722352973696,46.6,6.64
488,kidal,39.0,31.0,17.42235056533181,2.3195497359345723,87.06,7.56
489,nusaybin,0.0,67.0,37.23953554243613,41.25407819042229,57.2,2.24
491,chapais,75.0,87.0,57.187252605234676,-74.83021473466826,50.0,13.87
493,takoradi,61.0,95.0,-1.81642966312711,-0.11628529995019221,72.95,3.29
494,oistins,75.0,88.0,11.605529349801813,-53.878455882832895,78.8,24.16
495,bushenyi,41.0,76.0,-0.7731223028192176,30.03747953805913,64.06,1.97
496,kurilsk,67.0,70.0,46.09783743095463,146.36791102559766,54.84,17.92
497,gao,85.0,44.0,15.91781064171667,-0.9625623152495564,85.15,8.41
499,namatanai,59.0,79.0,4.806960410833611,159.80989347386804,81.41,10.89
501,vryburg,100.0,37.0,-27.250397493684787,24.994387942174626,66.85,4.07
502,kapit,100.0,65.0,2.123465459286251,113.45120769622775,87.55,1.1
503,deep river,1.0,71.0,46.28117564361878,-77.53146602496882,54.54,4.45
504,acurenam,100.0,99.0,0.8875371594573522,10.710904233085898,67.01,2.08
505,staryy nadym,0.0,80.0,67.7960861420807,73.16746542991663,32.77,16.49
506,ilhabela,92.0,92.0,-28.658478815562816,-43.3560225766642,70.88,9.55
507,banjarmasin,100.0,57.0,-2.955584488530633,114.84370931842386,88.47,8.48
508,port lincoln,32.0,72.0,-43.49608008571346,132.06541165224462,56.64,20.27
510,la sarre,17.0,80.0,49.04401149453719,-79.68041253894383,47.12,12.8
511,kautokeino,100.0,90.0,68.9342136731292,23.45983254900142,32.86,8.16
512,cabo san lucas,5.0,58.0,14.882024321470837,-112.72190380985225,81.5,11.41
513,issia,66.0,99.0,6.703757738260549,-6.893727946172106,69.78,2.28
514,pasighat,100.0,80.0,32.78574255341742,96.17001046525246,75.42,0.58
515,nizhniy kuranakh,100.0,95.0,60.51385792227677,125.38645829860411,33.28,10.38
516,sumenep,79.0,39.0,-6.568313933957839,113.74272329543498,90.72,10.18
517,narsaq,75.0,37.0,87.22657524546273,-58.74946283952126,50.0,12.75
518,inverness,100.0,71.0,46.892253217665484,-60.81755852057857,54.07,3.36
519,auki,0.0,85.0,-6.792504557995471,161.46603120616095,72.9,6.08
520,praia da vitoria,40.0,83.0,47.22220217793836,-22.602328817265658,73.4,14.18
521,am timan,97.0,92.0,10.83120912442621,19.745749768940243,71.83,1.54
522,port hardy,90.0,93.0,45.67742003052314,-133.2185732451452,50.0,13.87
523,fairbanks,90.0,86.0,65.42514483741323,-144.12019589664223,32.43,14.99
524,muncar,100.0,53.0,-9.207112947938086,114.33279376621726,85.46,7.74
525,macapa,40.0,94.0,0.9402326887707915,-51.58735202557307,84.2,9.17
526,white rock,90.0,71.0,49.045273246001074,-122.73068370558366,52.88,2.24
527,itapirapua,30.0,75.0,-15.896715142742707,-50.62814252816278,72.73,3.0
528,mabaruma,29.0,96.0,9.069710285840685,-58.2531250321628,73.38,1.34
530,itoman,20.0,65.0,23.41458672093927,129.05606346398787,84.25,9.17
531,maceio,0.0,94.0,-15.045702228379483,-28.894555025563392,69.8,4.7
532,umtata,54.0,87.0,-31.419479673468544,28.572794377612496,59.0,2.24
533,marawi,93.0,72.0,18.349326780090166,31.4236118989443,84.99,5.99
534,palitana,0.0,78.0,21.50601374818595,71.7152567335813,79.59,7.31
535,oriximina,84.0,63.0,0.7566286905638293,-56.85730841942738,82.51,5.77
536,ponta delgada,75.0,94.0,34.93436034178269,-27.02567378006856,73.13,11.41
537,necochea,67.0,56.0,-40.633106063704545,-59.4531999216165,61.0,21.0
538,evensk,100.0,57.0,61.482483802517464,157.56624981412244,30.87,16.82
539,monrovia,75.0,94.0,2.0744026561047804,-13.50190977546987,77.0,6.33
540,zverinogolovskoye,0.0,67.0,53.6629403450801,65.08671013233871,47.8,4.16
541,beisfjord,100.0,93.0,66.29092485927262,18.015616104044454,38.12,10.29
542,liverpool,100.0,100.0,38.45793384617011,-61.94870891594566,50.95,5.82
543,shimoda,75.0,73.0,25.612835115941905,140.6445108190689,73.33,18.34
544,leiyang,0.0,42.0,26.361730001290425,113.24441413110202,76.48,3.58
545,lyubech,73.0,81.0,51.80947926099796,30.576393541363046,31.51,6.02
546,talnakh,90.0,96.0,81.84086259919437,91.80556343402162,32.0,8.95
548,savinka,95.0,39.0,49.77777370903996,47.39664126588525,56.23,11.5
549,nemuro,75.0,62.0,33.77515320516878,153.27464839568535,59.0,9.17
550,neiafu,75.0,65.0,-17.35663477632646,-175.14567283422997,78.8,6.93
551,palmer,75.0,59.0,60.61255973387236,-148.27087555670613,59.38,8.05
552,upata,27.0,94.0,6.56535485779979,-62.062326390755686,71.22,4.32
553,gidole,99.0,87.0,6.115628030147093,37.722853930351164,70.02,0.38
554,berriozabal,75.0,73.0,16.8199932358512,-93.23808629619666,77.0,14.99
556,miyako,75.0,73.0,40.48715290593759,143.17971863949555,80.58,6.93
557,presque isle,90.0,87.0,46.51587400653449,-68.16684183515035,51.46,11.41
558,sungaipenuh,58.0,61.0,-5.240584345070346,97.29423874362578,83.97,2.93
559,sile,1.0,33.0,42.17948047969509,29.863236998290148,60.17,19.46
560,tual,100.0,84.0,-6.599276066033212,130.82045711400087,78.66,18.43
561,rio gallegos,0.0,69.0,-50.23616995387644,-63.723736517648064,41.0,13.87
562,pathein,77.0,74.0,17.26498128927625,94.23724335403512,82.54,5.41
563,satwas,0.0,76.0,22.40820567655264,76.81842589030498,78.62,3.49
564,canutama,36.0,79.0,-6.417141471640932,-63.968046549341906,75.61,1.52
565,sergeyevka,0.0,65.0,44.33651010480176,131.57840256685705,50.16,4.61
566,mugango,40.0,88.0,-1.5301565980560383,33.37899181233661,71.6,14.45
567,grindavik,0.0,81.0,61.050036444748116,-22.936190427785476,50.09,16.11
568,thinadhoo,91.0,76.0,-0.6160517999459785,65.1088090316101,82.13,11.45
569,gornopravdinsk,80.0,96.0,61.39535441802445,69.72864038323405,47.7,2.8
570,xichang,87.0,87.0,26.98662545312466,102.71600520981673,59.32,5.21
572,aksay,100.0,33.0,50.01071012872811,52.72719623981658,49.87,11.25
573,fowa,100.0,95.0,31.266119850834613,30.58542531818952,73.98,2.57
574,richards bay,75.0,88.0,-34.4879886013352,37.43619505169303,69.49,16.84
575,norman wells,75.0,64.0,74.97290749803884,-123.56246862241599,32.0,10.29
576,carutapera,2.0,83.0,4.296285395437707,-42.51317675810341,77.81,5.06
577,caravelas,0.0,86.0,-20.819656616024574,-26.18326954980347,72.93,7.67
578,luangwa,0.0,60.0,-15.040569656551199,30.27745887322493,69.96,3.6
579,brownwood,75.0,69.0,31.359362463469935,-99.06804715643526,72.32,25.52
580,perth,20.0,48.0,-31.582640502987793,114.58927954035465,67.55,13.87
582,kaili,50.0,86.0,26.42267905123687,107.97704067675693,68.61,1.45
583,puerto del rosario,90.0,78.0,25.569002660784577,-11.475166638280001,71.6,14.99
584,qaqortoq,75.0,37.0,65.46059004778448,-43.63278168855808,50.0,12.75
585,matagami,98.0,96.0,55.55759566605903,-76.41713518704043,68.36,2.24
587,portel,39.0,93.0,-2.4741656829243226,-50.97751504363964,74.39,4.12
589,pasni,0.0,67.0,24.887121289767975,63.09964328643835,79.2,0.56
590,commerce,75.0,88.0,33.46873453328328,-95.81351915545562,68.29,8.05
591,tarsus,40.0,83.0,36.859966628978185,35.106858272304066,70.66,9.17
592,mahibadhoo,93.0,69.0,4.292874068855454,64.67466838601197,82.69,2.84
593,marienburg,0.0,86.0,7.775333028193842,-54.906336542720396,37.35,6.93
594,sihor,0.0,74.0,21.5439280990813,72.04424093662612,80.35,8.9
595,lagoa,0.0,68.0,49.31514952178014,-31.817006619139647,67.28,9.93
596,huilong,100.0,89.0,32.02782127959469,121.58484040104798,63.05,8.46
598,jaromerice nad rokytnou,0.0,74.0,49.155363387940184,16.054745443391113,37.53,8.05
599,muleba,67.0,77.0,-2.086240830097097,31.836220511140198,66.6,3.98
600,cavalcante,100.0,74.0,-13.52309677226495,-47.22946130536951,70.88,1.97
601,porto walter,100.0,97.0,-8.388833391140608,-72.107899453109,72.75,4.88
602,eydhafushi,100.0,74.0,4.893722666338533,72.91727535079423,81.37,7.58
603,paracuru,75.0,74.0,0.25265767897032276,-36.70397713170283,79.74,13.87
604,luchenza,77.0,75.0,-16.331023695731886,35.30992322363596,67.35,3.96
605,riyadh,0.0,34.0,24.25928065565799,46.639409910499126,80.6,3.36
606,lodja,69.0,99.0,-3.6980396524313477,23.592489997302806,69.24,1.66
607,linkou,0.0,44.0,45.1941339819611,130.26977311806155,56.55,8.32
608,witney,75.0,93.0,51.68395645744559,-1.4088277170152708,49.08,4.7
609,khandyga,100.0,52.0,64.55870031624318,138.89738513751513,28.08,5.79
610,roald,9.0,86.0,72.47219871376512,0.8250092095441062,32.29,8.05
611,ubinskoye,0.0,66.0,56.29083517811989,79.67923492723298,52.9,3.36
612,nago,75.0,87.0,28.699826503844392,126.8118238892198,48.42,6.93
613,paamiut,0.0,75.0,63.06699012662631,-50.067941477260774,38.73,24.16
614,mashpee,90.0,77.0,41.46121081203145,-70.32631532778034,66.34,12.75
